StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,EXP_ID,src_subject_id,Survey_check,panas_ex_1,panas_ex_2,panas_ex_3,panas_ex_4,panas_ex_5,panas_ex_6,panas_ex_7,panas_ex_8,panas_ex_9,panas_ex_10,panas_ex_11,panas_ex_12,panas_ex_13,panas_ex_14,panas_ex_15,panas_ex_16,panas_ex_17,panas_ex_18,panas_ex_19,panas_ex_20
6/17/23 12:39,6/17/23 12:48,IP Address,130.132.173.99,100,555,TRUE,6/17/23 12:48,R_2WZN4X0OCp1wIeP,,,,,41.3186,-72.9302,anonymous,EN,iz42,s24,Yes,5,10,5,1,5,1,5,1,10,15,1,20,1,20,15,25,50,30,20,5
7/12/23 10:33,7/12/23 10:39,IP Address,130.132.173.99,100,349,TRUE,7/12/23 10:39,R_5aTrmh6mJID9I3L,,,,,41.3186,-72.9302,anonymous,EN,iz42,s25,Yes,71,15,65,4,80,0,32,1,65,77,10,88,0,47,73,83,72,54,52,34
7/12/23 12:13,7/12/23 12:47,IP Address,130.132.173.99,100,2052,TRUE,7/12/23 12:47,R_3D1O2WG2PatOAhR,,,,,41.3186,-72.9302,anonymous,EN,iz42,s26,Yes,53,1,8,0,0,0,0,0,28,25,40,88,0,9,0,13,100,0,33,0
7/14/23 11:11,7/14/23 11:25,IP Address,130.132.173.229,100,835,TRUE,7/14/23 11:25,R_2wNNT6hoV6FUfRf,,,,,41.3186,-72.9302,anonymous,EN,mcl68,s27,Yes,70,1,50,1,50,1,1,1,49,100,1,80,1,100,1,100,80,20,50,1
7/18/23 11:06,7/18/23 11:40,IP Address,130.132.173.229,100,2072,TRUE,7/18/23 11:40,R_1QyWtZsI5pIVwGF,,,,,41.3186,-72.9302,anonymous,EN,mcl68,s28,Yes,55,2,49,2,2,2,2,1,2,2,2,8,2,2,3,3,9,23,26,2
8/1/23 10:32,8/1/23 10:39,IP Address,130.132.173.229,100,398,TRUE,8/1/23 10:39,R_w5h6jepIAjSMN9f,,,,,41.3186,-72.9302,anonymous,EN,mcl68,s29,Yes,39,28,34,15,22,0,0,0,0,0,21,38,0,0,11,0,0,0,10,0
8/2/23 11:06,8/2/23 11:27,IP Address,130.132.173.99,100,1219,TRUE,8/2/23 11:27,R_3Ey7xjNaunCywM6,,,,,41.3186,-72.9302,anonymous,EN,iz42,s30,Yes,85,0,0,0,0,0,0,0,6,0,0,10,0,10,0,0,0,0,0,0
8/15/23 10:14,8/15/23 10:32,IP Address,130.132.173.99,100,1063,TRUE,8/15/23 10:32,R_3Dzgg3kT3QTASLT,,,,,41.3186,-72.9302,anonymous,EN,iz42,s31,Yes,43,5,12,2,14,22,2,3,3,14,9,14,1,2,17,2,11,6,11,1
8/16/23 9:54,8/16/23 10:20,IP Address,130.132.173.99,100,1555,TRUE,8/16/23 10:20,R_3Jz8Fadv8tDypxW,,,,,41.3186,-72.9302,anonymous,EN,iz42,s32,Yes,30,0,20,0,0,0,0,0,20,10,0,20,0,40,0,20,20,0,10,0
8/18/23 11:12,8/18/23 11:20,IP Address,128.36.7.238,100,496,TRUE,8/18/23 11:20,R_XNbRxtvGBku1ij7,,,,,41.3186,-72.9302,anonymous,EN,iz42,s33,Yes,50,2,15,2,30,1,2,5,15,31,9,61,1,43,2,43,49,20,60,5
8/22/23 14:44,8/22/23 14:50,IP Address,130.132.173.230,100,318,TRUE,8/22/23 14:50,R_3PhMvwHEfuKjtgY,,,,,41.3186,-72.9302,anonymous,EN,iz42,s34,Yes,45,29,26,4,5,17,6,4,21,8,5,11,7,7,7,17,22,7,10,5
9/11/23 10:28,9/11/23 10:37,IP Address,130.132.173.19,100,537,TRUE,9/11/23 10:37,R_1OiyOg33wFHEAwY,,,,,41.3186,-72.9302,anonymous,EN,iz42,s35,Yes,100,0,100,1,100,1,1,1,100,100,1,100,1,100,1,100,1,1,100,0
9/19/23 9:50,9/19/23 10:34,IP Address,130.132.173.191,100,2591,TRUE,9/19/23 10:34,R_1mkJLxqHnSbpzhF,,,,,41.3186,-72.9302,anonymous,EN,egw26,s36,Yes,71,0,50,0,0,0,0,0,30,0,0,61,0,0,0,0,63,0,0,0
9/20/23 9:35,9/20/23 10:48,IP Address,130.132.173.19,100,4402,TRUE,9/20/23 10:48,R_Dc1H1U8jN26tI3v,,,,,41.3186,-72.9302,anonymous,EN,iz42,s37,Yes,50,40,16,29,14,6,29,0,30,5,19,35,29,5,50,25,35,0,6,30
9/27/23 8:48,9/27/23 10:52,IP Address,130.132.173.90,100,7433,TRUE,9/27/23 10:52,R_1kMpq8NmHiKGjLz,,,,,41.3186,-72.9302,anonymous,EN,zb99,s38,Yes,90,0,45,0,0,0,0,0,40,0,0,29,0,30,0,0,15,0,30,0
9/28/23 10:25,9/28/23 10:28,IP Address,130.132.173.134,100,199,TRUE,9/28/23 10:28,R_1IYoSJD4SynHAe8,,,,,41.3186,-72.9302,anonymous,EN,iz42,s39,Yes,100,1,99,1,47,1,1,1,100,52,1,98,1,99,1,99,99,1,100,1
10/4/23 9:07,10/4/23 9:55,IP Address,130.132.173.36,100,2885,TRUE,10/4/23 9:55,R_2f3BPKXfBWdiQOA,,,,,41.3186,-72.9302,anonymous,EN,iz42,s40,Yes,70,1,6,1,1,1,1,1,22,1,1,70,1,1,1,1,68,1,1,1
10/6/23 10:24,10/6/23 10:41,IP Address,130.132.173.36,100,999,TRUE,10/6/23 10:41,R_1FKaSsxyMlm2bfs,,,,,41.3186,-72.9302,anonymous,EN,iz42,s41,Yes,48,0,24,0,90,0,23,0,29,81,0,76,0,0,82,87,92,88,0,33
10/6/23 9:39,10/6/23 13:02,IP Address,130.132.173.191,100,12214,TRUE,10/6/23 13:02,R_3Mfipnvz8zLmoMW,,,,,41.3186,-72.9302,anonymous,EN,egw26,s42,Yes,89,1,43,1,50,1,1,1,1,1,1,52,1,30,1,1,50,1,50,1
10/13/23 10:13,10/13/23 10:36,IP Address,130.132.173.215,100,1384,TRUE,10/13/23 10:36,R_2VJGjWcsv4AJXEw,,,,,41.3186,-72.9302,anonymous,EN,iz42,s43,Yes,100,0,100,0,100,0,0,0,100,100,0,100,0,100,3,100,100,0,100,0
10/16/23 9:29,10/16/23 13:38,IP Address,130.132.173.200,100,14946,TRUE,10/16/23 13:38,R_eUKFXlQyqGd0Iw1,,,,,41.3186,-72.9302,anonymous,EN,egw26,s44,Yes,70,1,38,1,21,1,1,1,24,1,1,22,1,40,1,22,2,21,1,1
10/18/23 8:46,10/18/23 10:16,IP Address,130.132.173.209,100,5380,TRUE,10/18/23 10:16,R_2YzSngx2Xet5zLK,,,,,41.3186,-72.9302,anonymous,EN,zb99,s45,Yes,80,1,67,2,37,1,5,1,36,1,1,3,1,38,42,1,76,1,78,2
10/19/23 9:57,10/19/23 10:09,IP Address,130.132.173.215,100,718,TRUE,10/19/23 10:09,R_O2yU0VGlVhbamSl,,,,,41.3186,-72.9302,anonymous,EN,iz42,s46,Yes,5,7,0,1,0,0,1,0,0,0,1,15,2,0,5,1,20,20,0,0
10/20/23 9:23,10/20/23 10:37,IP Address,130.132.173.209,100,4415,TRUE,10/20/23 10:37,R_3ErIuOtDKf4oTr0,,,,,41.3186,-72.9302,anonymous,EN,zb99,s47,Yes,44,1,36,1,49,1,1,1,13,70,1,17,1,26,1,45,16,1,2,1
10/24/23 12:46,10/24/23 13:16,IP Address,130.132.173.209,100,1788,TRUE,10/24/23 13:16,R_WxiXVkFgeBMZ51T,,,,,41.3186,-72.9302,anonymous,EN,zb99,s48,Yes,50,40,10,20,60,30,20,0,20,30,40,50,0,60,80,60,50,70,10,20
10/27/23 10:32,10/27/23 10:40,IP Address,130.132.173.215,100,492,TRUE,10/27/23 10:40,R_1cYUhPqL4Zi4YEX,,,,,41.3186,-72.9302,anonymous,EN,iz42,s49,Yes,84,7,83,1,8,1,8,1,40,73,1,1,1,93,1,90,24,1,11,1
10/27/23 12:44,10/27/23 12:51,IP Address,130.132.173.215,100,443,TRUE,10/27/23 12:51,R_dmMN5BBQMNx9IK5,,,,,41.3186,-72.9302,anonymous,EN,iz42,s50,Yes,57,0,38,0,28,0,0,0,51,0,0,51,0,0,0,57,61,0,0,0
10/31/23 9:55,10/31/23 10:47,IP Address,130.132.173.215,100,3118,TRUE,10/31/23 10:47,R_qxfC1AfafBgTsDT,,,,,41.3186,-72.9302,anonymous,EN,iz42,s51,Yes,39,8,29,0,32,0,0,0,26,0,0,27,0,39,11,41,43,0,22,0
11/2/23 9:26,11/2/23 10:24,IP Address,130.132.173.209,100,3455,TRUE,11/2/23 10:24,R_3dQdLnFUOx4R9xS,,,,,41.3186,-72.9302,anonymous,EN,zb99,s52,Yes,44,0,0,0,0,0,0,0,11,0,0,3,0,7,5,0,0,0,0,0
11/16/23 9:34,11/16/23 10:19,IP Address,130.132.173.209,100,2720,TRUE,11/16/23 10:19,R_OcFhqNggjF2rcTn,,,,,41.3186,-72.9302,anonymous,EN,zb99,s53,Yes,91,1,55,1,1,55,1,1,52,1,1,35,9,17,1,22,51,1,4,1
11/17/23 9:37,11/17/23 11:41,IP Address,130.132.173.200,100,7433,TRUE,11/17/23 11:41,R_3L54roqJGNA4XZi,,,,,41.3186,-72.9302,anonymous,EN,egw26,s54,Yes,50,8,40,,50,4,9,2,54,41,7,5,3,21,7,37,5,11,5,2
11/21/23 9:30,11/21/23 10:43,IP Address,130.132.173.215,100,4374,TRUE,11/21/23 10:43,R_2VkXaJDCSe2mgxZ,,,,,41.3186,-72.9302,anonymous,EN,iz42,s55,Yes,70,9,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
11/28/23 12:55,11/28/23 12:58,IP Address,130.132.173.32,100,150,TRUE,11/28/23 12:58,R_30d9Gx8aCcrFlXt,,,,,41.3186,-72.9302,anonymous,EN,zb99,s56,Yes,100,0,40,0,50,0,0,0,60,20,0,40,0,10,0,50,0,0,30,0
11/30/23 7:40,11/30/23 10:54,IP Address,130.132.173.205,100,11611,TRUE,11/30/23 10:54,R_3r0PP86GyBh7q8Y,,,,,41.3186,-72.9302,anonymous,EN,egw26,s57,Yes,0,0,0,20,0,0,10,0,0,90,20,21,0,0,21,0,0,0,0,12
12/8/23 11:34,12/8/23 11:41,IP Address,130.132.173.96,100,425,TRUE,12/8/23 11:41,R_2c0myo7EcAQ1pMc,,,,,41.3186,-72.9302,anonymous,EN,iz42,s58,Yes,40,1,1,1,30,1,1,1,1,1,1,1,1,1,20,1,20,1,1,1
12/12/23 10:50,12/12/23 10:56,IP Address,130.132.173.32,100,348,TRUE,12/12/23 10:56,R_2fBREiEZKTpAwP3,,,,,41.3186,-72.9302,anonymous,EN,zb99,s59,Yes,62,0,7,0,28,0,0,0,20,0,21,30,0,0,0,21,26,0,34,0
1/23/24 12:17,1/23/24 12:49,IP Address,192.31.236.2,100,1908,TRUE,1/23/24 12:49,R_3HSrAP0reJN9icF,,,,,41.3186,-72.9302,anonymous,EN,zb99,s61,Yes,81,0,54,0,69,0,0,0,65,68,0,73,0,53,0,51,71,0,53,0
1/29/24 13:01,1/29/24 13:03,IP Address,130.132.173.32,100,140,TRUE,1/29/24 13:03,R_1JlMr4exwtXNEOg,,,,,41.3186,-72.9302,anonymous,EN,zb99,s62,Yes,50,0,30,0,40,0,0,0,25,25,0,40,0,10,10,20,70,5,50,0
1/30/24 13:55,1/30/24 14:01,IP Address,128.36.7.173,100,357,TRUE,1/30/24 14:01,R_7F21XWIPyvBMFEt,,,,,41.3186,-72.9302,anonymous,EN,zb99,s63,Yes,38,17,20,4,21,4,3,3,7,15,20,31,12,25,20,31,44,4,29,5
1/31/24 10:02,1/31/24 10:33,IP Address,128.36.7.12,100,1873,TRUE,1/31/24 10:33,R_6sm1APvwawoymSB,,,,,41.3186,-72.9302,anonymous,EN,zb99,s64,Yes,40,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0
2/2/24 13:43,2/2/24 13:47,IP Address,130.132.173.32,100,245,TRUE,2/2/24 13:47,R_5eFXa8VV70ruyjS,,,,,41.3186,-72.9302,anonymous,EN,zb99,s65,Yes,1,27,1,12,2,1,15,18,1,1,41,1,14,1,23,1,19,1,1,27
2/27/24 11:03,2/27/24 14:13,IP Address,130.132.173.236,100,11427,TRUE,2/27/24 14:13,R_1YVYDmIlw3vseZy,,,,,41.3186,-72.9302,anonymous,EN,egw26,s66,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2/29/24 10:16,2/29/24 10:21,IP Address,130.132.173.51,100,288,TRUE,2/29/24 10:21,R_3efQ2hC8PHyMiEu,,,,,41.3186,-72.9302,anonymous,EN,zb99,s67,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/24 10:47,3/7/24 10:48,IP Address,130.132.173.51,100,59,TRUE,3/7/24 10:48,R_707EOVEqpEqqLUx,,,,,41.3186,-72.9302,anonymous,EN,zb99,s68,Yes,30,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/24 13:46,3/12/24 13:48,IP Address,130.132.173.51,100,154,TRUE,3/12/24 13:48,R_7HoVh3cQyfNjYf5,,,,,41.3186,-72.9302,anonymous,EN,zb99,s69,Yes,80,10,51,5,65,1,2,1,60,29,5,12,3,35,5,40,70,1,40,2
3/14/24 11:46,3/14/24 11:51,IP Address,130.132.173.51,100,289,TRUE,3/14/24 11:51,R_6odm2QUZ5ZXKks9,,,,,41.3186,-72.9302,anonymous,EN,zb99,s70,Yes,50,25,40,0,0,0,0,0,43,0,0,68,0,52,29,0,100,0,70,0
3/14/24 13:46,3/14/24 13:49,IP Address,128.36.7.40,100,219,TRUE,3/14/24 13:49,R_1EJQPa7FuTpidl3,,,,,41.3186,-72.9302,anonymous,EN,zb99,s60,Yes,30,0,20,0,20,0,0,0,30,30,0,30,0,0,0,50,50,0,20,0
3/19/24 13:47,3/19/24 13:50,IP Address,130.132.173.51,100,153,TRUE,3/19/24 13:50,R_10rfv9xYATK9Rgh,,,,,41.3186,-72.9302,anonymous,EN,zb99,s71,Yes,92,6,96,7,42,15,5,1,82,23,6,72,5,64,4,77,77,56,61,29
3/20/24 12:41,3/20/24 12:47,IP Address,130.132.173.51,100,360,TRUE,3/20/24 12:47,R_14DzoXNbZE4blHr,,,,,41.3186,-72.9302,anonymous,EN,zb99,s72,Yes,73,0,31,0,5,0,0,0,8,2,0,0,0,20,0,26,1,0,5,0
3/21/24 11:58,3/21/24 12:45,IP Address,130.132.173.51,100,2823,TRUE,3/21/24 12:45,R_5TKQJtSN3WmpWhp,,,,,41.3186,-72.9302,anonymous,EN,zb99,s73,Yes,40,10,20,10,10,40,10,0,20,15,5,60,50,35,20,85,75,5,50,15
4/1/24 11:02,4/1/24 11:07,IP Address,128.36.7.227,100,279,TRUE,4/1/24 11:07,R_6BaeW0Nibv5fmSf,,,,,41.3186,-72.9302,anonymous,EN,zb99,s74,Yes,18,0,5,0,0,0,0,0,0,0,0,9,0,0,5,0,10,0,0,0
4/2/24 13:46,4/2/24 13:49,IP Address,130.132.173.51,100,162,TRUE,4/2/24 13:49,R_7bJBpl8kdPt8TGT,,,,,41.3186,-72.9302,anonymous,EN,zb99,s75,Yes,60,2,28,0,20,0,0,0,29,0,0,50,0,10,0,11,40,10,11,0
4/5/24 8:50,4/5/24 11:19,IP Address,128.36.7.105,100,8941,TRUE,4/5/24 11:19,R_5fKdH2QVG50Q57o,,,,,41.3186,-72.9302,anonymous,EN,egw26,s76,Yes,30,19,1,1,1,1,7,21,1,1,10,20,0,1,10,21,51,35,68,1
4/9/24 11:04,4/9/24 13:43,IP Address,128.36.7.187,100,9493,TRUE,4/9/24 13:43,R_51tWlqXy3KWSTM1,,,,,41.3186,-72.9302,anonymous,EN,egw26,s77,Yes,6,5,2,3,2,1,2,1,3,2,7,1,1,1,1,1,6,1,1,1
4/11/24 10:51,4/11/24 10:53,IP Address,128.36.7.75,100,135,TRUE,4/11/24 10:53,R_2VrtRImci4MHlzb,,,,,41.3186,-72.9302,anonymous,EN,zb99,s78,Yes,50,0,0,0,30,0,0,0,31,31,0,50,0,25,0,50,64,0,49,0
4/12/24 11:22,4/12/24 11:27,IP Address,128.36.7.182,100,289,TRUE,4/12/24 11:27,R_2QMKJr81GG5jmLi,,,,,41.3186,-72.9302,anonymous,EN,egw26,s79,Yes,48,2,3,3,3,3,3,3,30,2,3,37,3,3,3,3,40,3,22,3
4/18/24 10:51,4/18/24 10:53,IP Address,130.132.173.51,100,123,TRUE,4/18/24 10:53,R_3hmBLxsvMsQmgXO,,,,,41.3186,-72.9302,anonymous,EN,zb99,s80,Yes,65,35,15,6,14,21,27,0,9,2,1,53,46,1,46,55,56,11,1,20
4/22/24 10:56,4/22/24 11:01,IP Address,130.132.173.51,100,260,TRUE,4/22/24 11:01,R_5osSjQwyO1tXNN3,,,,,41.3186,-72.9302,anonymous,EN,zb99,s81,Yes,61,1,32,1,33,1,1,1,36,20,1,41,1,10,2,13,44,7,12,1
4/23/24 11:34,4/23/24 11:42,IP Address,130.132.173.51,100,463,TRUE,4/23/24 11:42,R_2NU3E2STxHTUc8V,,,,,41.3186,-72.9302,anonymous,EN,zb99,s82,Yes,39,21,5,2,35,15,57,2,16,16,8,49,1,1,55,24,24,1,25,47
4/23/24 10:48,4/23/24 13:58,IP Address,130.132.173.211,100,11372,TRUE,4/23/24 13:58,R_7RQgUjQ5vA6otk7,,,,,41.3186,-72.9302,anonymous,EN,egw26,s83,Yes,72,35,63,23,47,20,22,14,52,65,23,57,19,29,42,59,60,23,25,22
4/29/24 11:00,4/29/24 11:05,IP Address,130.132.173.51,100,285,TRUE,4/29/24 11:05,R_86hZpdgj5w8j2ZA,,,,,41.3186,-72.9302,anonymous,EN,zb99,s84,Yes,71,0,20,0,0,0,0,0,36,0,0,30,0,0,10,18,30,0,0,0
4/30/24 13:39,4/30/24 13:43,IP Address,130.132.173.51,100,239,TRUE,4/30/24 13:43,R_5v5I7yj5AqAwAf9,,,,,41.3186,-72.9302,anonymous,EN,zb99,s85,Yes,55,1,65,1,60,20,5,2,40,60,1,50,1,70,20,65,60,5,30,1
5/2/24 11:30,5/2/24 11:33,IP Address,130.132.173.51,100,159,TRUE,5/2/24 11:33,R_7M2bQEN34Ecyr3H,,,,,41.3186,-72.9302,anonymous,EN,zb99,s86,Yes,81,0,71,0,57,0,9,0,63,47,0,93,0,74,17,68,100,21,89,2
